pubkey,nchannels,capacity,base,rate,alias
03021c5f5f57322740e4ee6936452add19dc7ea7ccf90635f95119ab82a62ae268,222,1933733230,1,16.95920720253124,03021c5f5f57322740e4
030239415c8f8a226b250ba892e2d798df5ffaa504bdc70d15adb95146d51e3522,1,40000,1,0.01,030239415c8f8a226b25
03024ff9b2cb3967a17fbc4d69a4ec9c1be5448d77bb58d7eb379faebe410c8db3,22,43993387,1,0.01,Fastbitcoins.com
03025ad2f2514142b74b198a0863614a0ecc69dcc708a3ac91fb85c820ee2a60a0,1,10000000,1,0.01,FunRun-Chicago
03028d3368ed609a7adf3efd6bb297e96a47946ee3f479cdc18d0401dff9642b34,2,7996941,1,0.01,LOUDBEAM
0302dcdbf91e5bc2cf349d5be50008ae82cf4fa0c16dc8965367a43f0563de4eea,2,500000,1,0.01,invisible
0302eb7f059af6f398eb25a380a1e4777d9df8bb90253470f3a72b4feba110db54,12,50816929,0.5559255459927538,0.01,xo [nodl]
0302fe1578edb46c9030de9e3844ed44802eacb0228cceb7637f4a238d0bcc4cd0,2,1738326,1,0.01,
03030b7fe52e80aa7f2a5bd69de0210dfb5ef358495bb52ee79bb45aa597bbcfd1,2,1060000,1,0.01,Meadowlark
03030bf668f974e30e8e7ad8bd7445358afd86dd879bc8700e52cadd43a6e942f9,9,15188265,1,0.01,Fuchsbau
03031155aaf446691365348cf23de626f09c964016022544fa831ec820d3aeea9f,2,290000,1,0.01,https://beta.solidpay.org/w.ttl
0303119607d1e702a357c84496079093d6d97f3fece75fbbb022d757e0104857f0,3,4950000,1,0.01,hernsss
030312a32a1d38d27312c9596de2f9078b1b3bba522f7d204049dd5282b950762f,1,500000,1,1,apearce.dev
0303179487381b06bf756d201d58b507691eb9884d92619f8c15d4debd89e07fea,1,1105373,1,0.01,34_Bytes [LND]
0303238e8f3e25a49da6c909452e320130f3f45e474df08dde7ca9a25f008b2b87,10,19493866,1,0.01,zbiornik.com
030341f398b2b9f638692190e72cd3f28162abedcfbaca61ceae27fa61c8e29451,1,500000,1,0.01,muchbitcoin.org [LN02]
03035753d8b11a14fd5497c260f806d550b149da21c16ccab68632c318d979f724,1,190410,1,0.1,BTCLightningLeipzig01
03035fbbc9116e9f56faaeeaff42941ae1ae4f6a93c2af4620a3935222da35eb84,5,500000,1,0.01,Kuragh
030360c9aa724e6f0929a948ea296c61e840ed34bb3011256d0b119238131af4c1,6,6305468,0.07903124716515887,0.007903124716515888,UNITEDAUTO
0303867fd403dea96337dd65ac67ff2aef4394e72e7464013d862501ed4cabcad9,1,200000,1,0.01,Morgo LN Node
03038c30c32821a3f61eb37d64347575bda0c609fa0b4238d45a138947e1f4edce,20,36246576,1,0.01,Astrochicken🐔
030397be28976b4195b7373005b9981bd48d2dc6793e0a6af1098177d2cebd3073,3,2200000,1,0.01,LightningBOB
0303a49b5a91f2ee58f7fe539fa026e0e87d84fcf4d3fc216531b72679c93a656a,11,11285265,1,0.01,FunTimes
0303a518845db99994783f606e6629e705cfaf072e5ce9a4d8bf9e249de4fbd019,338,1943894559,0.014300724713844934,3.033255329874093,LNBIG.com [lnd-25]
0303ad2d0f33b441ca0d5fb311fae319daa2654ebb5abc10f0c691a5deb4be4792,9,2421438,1,0.01,bereskaLND
0303c40fccd01fa662c9d33afa3e73d4dce93d6123d964bd8c372e1983be15ac61,14,1366697,1,0.01,MMMMMMTTTT
0303d154c7d43dafb9252f310202804df3fb1e5907b8b5e127f209a1ffdc627acc,1,500000,1,0.01,myfirstlnnode
0303e46589c95ff4eab1441d69b47799033d909ac8f7c7c623576198415f55e726,11,6350000,1,0.01,patrickv
0303ebeb7f4f6bb012a40a18e0f3ea7b9812e133aa679f6652562d7f9fe967e02f,1,1800000,1,1,C4R3Bear
030421daf56787f0cbec4f5b8564ae37fa2ab3f28b30c711c8094c19c36e7a3388,16,47143218,1,0.01,Lightningkillsbabies
0304288aba6c3e098b7ca5834225aa64c6c473fb9bcef365941d570816d6b13d0e,1,162069,1,0.01,nancy
0304367f57baf19dd77425ef31c516679f0d0c471f1ccdda47e0d7c7028e3e700e,1,4413799,1,0.01,renvitcana
0304421debf70608ac6836d9fb9f2c365a970cb5bb31147046107418fd568b3dbe,1,60000,1,0.1,LN.NASDAQ
030449c95d199089c7ad37ac2aea2c27a9dc4fb9f456384bc5db713df67aedcf93,3,1255930,1,0.01,KameSennin [LND]
030457db94b7322c94c22c9645edcdfab20d483391ea5ab7c73cc8760b49282031,2,100000,1,0.1,LATENTSOURCE
030474c6abc3ec16c163592480865f76a3c18ef206540a3554889973fbd5be6375,5,2681745,1,0.01,HELLOMERCH.COM
03049dae9b5b750319037703e75312db83f15d3d7faf8466581cf9b4a56eb48d23,1,60000,1,0.01,03049dae9b5b75031903
03049ee1e0924423e04effb20a0c43ebc5f80517fea66631732283ea7c40bdfa7a,2,6468202,0.4674325573010861,0.01,03049ee1e0924423e04e
0304a7b6d0f9bce7b0db22307e1e46d5cdc50fee6ed6409b23aea2137eae9796e1,14,9200000,1,0.01,Roverevolution
0304b2ba507036bc2d128f287a3f13c97d12d4e7ab076d889efd5120257efb0cf7,2,40000,1,0.1,ln.bbt.tc
0304bd40aead9d02650610145869f31be232e9dce31e036aaf79114d4403e64cf7,3,3209495,1,0.01,bonaire
0304cc9ad9a7ba9b9f9da28b0fc6fd4bbb8562bda5262b2ed1763365cb1c1674a0,1,78281,1,0.01,SD-Chargers-01
0305343f11e473358d1a4d7201b8a5b6e2da47e2595caed2e76cd7420fac2f5435,1,704458,1,0.01,TRISTAR
0305564da23021c438ca52a793b5e0bb97a9e9e4ac6b5932c0f42a3d766564fe3b,6,1107640,1,0.01,bbbbbpl
0306161db625273a15d8d2bf823c4fc1afbd6b960672e13f68f94a94cf687b2af2,1,1000000,0,0.1,morousim
03066f7a4075290ace1eb258f944ae7e7b87863c39107f40a7763e2ea3acbb0031,11,30102718,1,0.01,BTC.pay
0306a16b9955de84dd0db5c307eae184411e26063eaf8fd44ec5f068b8c73490b4,6,6287745,1,0.01,CryptoAtNight
0306a33fa2539b222959da473af6aa9d3412aad7686db98b729906a2472a7e1efd,8,6981310,1,0.01,magicalship.com
0307305c269a1ced7a5374ac21c420ca71056e9be54a60ea7679ceff10d4ac55f3,20,49787971,1,0.01,BitcoinPowWow[nodl]
0307312f157abb65f78f0dee3cc9aa81d343dd3ae44d8e08bbb61ef513c52c9be6,7,1230183,1,0.01,McCrea's
030738312df2deb10b253faa6e9470062399a2b383cab50b9cfcd10c4f2316303c,12,5837527,0.1,2.5,dcdcdcdcdcdc
030738a835d3a5b56efbb66f6a849c86465424d5c1527bd5f6db5ddcb08b99987a,2,6565843,1,0.01,ENINESON
0307465a44fe51845d31483d41e8cf40dd32cbc9fadc86b23d6ae5194190b5c718,4,400000,1,0.01,cypherspace
030747e32c0428d6bdfe468ab91ade9cc11daf4aab2b7033d7e7fbe39449167982,13,9807398,1,0.01,ENIGMA
030749bbd76337596c349fa76b1d47ac7190aa1271a92f1cd0ba025f5d7b1810f8,1,300000,1,1,
030753bc6bfcd5f2a76c45fde5e11795b74942bda05fee6e4f0e49d5c2232e20b3,8,18719800,1,0.01,The Block Cafe [NoDL]
030762598727f578f50ef4930d121caeff3aa8f44e854ecc69b7f8b5082ffda3b6,1,60000,1,0.01,
03077d02d11d2ade200c7fc5ba4fc66c1c599424fb945e88b3896fee6eedc07147,5,11885000,0.9881481699621371,0.01,kornpow
03077fb48968df38f9decd91c5f4e100c093cbd6d848c2d541f5d1b454db653760,18,28356918,0.31480564989467474,0.05756158620623017,the beer channel (nodl)
03078255aa0c9712524d0a1e2aad4f84d18168664b39bb4e8af41539345482acb8,6,5395904,1,0.01,ln1.bitfreezer.us
030794cbbe8250ced13e1b6345e82a96073dfc78e667602f8279a73de48c1a9636,1,240000,1,0.01,nodl [LND]
0307a3fb98c026148e69f51f1851b41db6dc2abf58e77e588636a60ce85c82f091,2,5100001,1,0.01,Radagast-the-black
0307af66435a046b06544c66cc3e2814eb538b20193b62acc77739971736f9ed22,2,464137,1,0.01,Short
0307c952e4f85c42629bc1f8b5b502538a038e8c20eb597a79e2a40cc3e84ef891,3,1454786,1,0.01,Space Station
0307df05fe55a2700153976b8e643915ff01d14d4d0f8d3cce6145e29933a528ee,37,26819561,1,0.01,Pipsqueak
0307e2709ba959ed4d158f793d1f838cbab45e5bdffdb809fb51dd400773e8d43d,2,350000,1,0.01,Full-lifey
03080434b0b56c783a4882ba920e59140310d0de0ecb87123d26a806b780ee0d13,1,30902,1,0.01,
03083e916806251ede5638247f51f0e5037f4a6df49fefa4fcecedf602b6c277f7,2,2000000,1,0.01,03083e916806251ede56
0308525b40384ef5b8729fcae1615c4e206c1b38e97f72e226a839167fb4336438,56,505788192,0.9991146725070245,1.8841244160955026,WirelessExtentionCord
030858cbeef6085bb7ceb330eb4fc7ec9c07c90c51f69b47bfac46af9ff78e5757,3,218605,1,0.01,030858cbeef6085bb7ce
03085f40d6aa0d3e9eb1216edca883d83ae3b7815881f27d4f703001aa1a826de3,2,1300000,1,0.01,GrandPa
0308903f67e94515f5a713d72976d1eccc335b6ece5df91d9fb2dc18ea3e41ca2c,1,596786,1,0.01,RaspiBlitz
0308a48a7bfe49f77a7e4309adbde789a194969c33c30518a8f51a0db895e5fc52,6,910000,1,0.01,Marsdinho
0308c5e0c438d076046d61a80e8402f97f6ec240ed3f0ea6a052e49df377ed31ca,3,5143577,0.8394113668367365,0.01,blitzdings
0308c6579e6596b4d5f3f247a8c37da072b11679f1fc67fe34ea7e8f83754e2b79,29,21430352,0.6378575400441392,0.01,blockzilla.tech
03094b63a5ece2c363ab859952017f95bec7bd9e6975f0c8152f9eff83d0b045c2,45,71197350,1,0.01,KIWILAMB
0309869dc743430ecbe3f159bb7a1a44490778cbe8acc854fe71fb0b513753de36,18,38613068,0.44426860357224135,0.01,DonMacLightning
030995c0c0217d763c2274aa6ed69a0bb85fa2f7d118f93631550f3b6219a577f5,355,2116588703,0.010789800298768767,3.363934463463873,LNBIG.com [lnd-28/old-lnd-22]
03099d666aa70ab5452cf9ec5c24707f87e363236500d41094d409af16f48f02c0,6,7407480,1,0.1,GREENBOUNCE
0309caf5db1a7a1e25a814e662304efa2e60e88e0d70e2c60122c583d6dfb5744d,2,1500000,1,0.01,🚀 Adam Soltys 👁
030a122ff132159784b51ad9af1910b22d3d7887bec423e8611c935410e3f3cec0,7,140000,1,0.01,LittleBitcoinNode
030a400157099427f49f5001115bed4bdf82c7b98c904375ed0c7bd7ffd29273d7,16,12572472,1,0.01,ECBahia
030a4f1cb85c463a4115b78900f0159192f033324c12c88aec931b16b27abe22ad,11,36400996,10,7.790742786268815,floppy disk 746
030a574e1b95b7ce655116c9e939074b1b0650ba05df27d9052013d1249b0102df,10,2765494,1,0.01,Babylon5
030a7222468b178a14d46b3866a4514071650a79c950d91d0862887dcf03527f03,3,723047,1,0.01,Frontier_Labs
030aa381137e1790982583b303e6c9153a4c492f03eba835094739893a4ec040be,4,1750000,1,0.01,Miasma
030ab4c075b23fc025b3df0433ab0f78fd481ad194380ea4dcb2414007f4879308,3,260503,1,0.01,Xexr.com
030add47e1b9a6c6219d538a4f73b21333b51ed2c374db8add36a4ef692a9e08e4,4,630000,1,0.01,
030ae24792fa213c3b022be71f7c76d1821e60b1d1c4110531abdaf5788fa6d39a,16,320000,1,0.01,LN-1
030aed72353407f7577d0bf7663e28b9d60ef5533823f5f5e1ba6cf9e602ea2c68,8,7750000,0.4,0.01,KaiThePi
030af2216f8329c34f9304c4bff115a33ae53793681164e355102050c90410e916,1,60000,1,0.01,030af2216f8329c34f93
030b04c5d37b8cb3acd324edefed38e170d355c8f0953718307b894321d576615f,100,170118759,1,0.0989433916573539,Striker
030b3039fae0fb81a9e201b1eeef1a0cd45fce016d4f9c97d43f71850454ad220b,2,1237621,1,0.01,Loia.lightning
030b3244ddc7c5ad28631e29a23fb5da233ee17561796c276398f4ef140a6ee171,4,146260,1,0.01,030b3244ddc7c5ad2863
030b3407c9bd09b6d1f67da042f7cb8f63350caa0d9752ea8651cdaef5dc7330b6,1,4000000,1,0.01,Whos Your [Nodl] Daddy
030b719f743b0e2fadae65ebf4a70bc198f97deea129f7780c3b2bf6e17a4507be,1,50000,1,0.01,030b719f743b0e2fadae
030b9d7e80a4cc1df746bfa4b79574d2334670d8b817ded494b98cd996f6ede960,11,2169636,1,0.01,robiblitz
030bb6a5e0c6b203c7e2180fb78c7ba4bdce46126761d8201b91ddac089cdecc87,8,6707011,1,0.01,RIVER_HUB
030bd1ba4d9ae157bf2b317ade77feb6e8d879abcc534c44f00da0c07f010bf249,1,250000,1,0.01,Kiichigoraikou
030bde3ee226b7cf456703811976e4241a929d11e5fc0549e9a1c6d10a8e23a738,67,306727891,0.0716107033122723,0.0935550367018955,hodl-lightning-mainnet
030bf55073acc64d61419c61bdf6a1b9eaa7dea7d2803ae84564063c41f5bee6f0,6,13982292,1,0.01,HSN
030bfda7ea0c5a6ebfc941e0ed34d7b2306000838d922877a4b8b1f21cb6dc3cc7,6,700000,1,0.01,Oldschool
030c0108af6f415a54806b3a5a2dbc17eb567218687669a383794f7f002d364fb7,3,315000,0.5,0.1,Amex90
030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,284,2347291995,3.5037789625316726,0.5366248618293439,Bitrefill.com
030c8b0aea22bc891e9bec5823604c5be397e46afa611a0c2d40d62a38b46b424b,2,260000,1,0.1,MurexBitcoinSolutions
030cd2b8440d3113d6e7c1a3912b9051404624bf8400da2c16cb3123f6d8cb9f15,3,690000,1,0.01,btcln
030d09e735de509d6784821117419c8cd20c22c018d8517cbd3d6b5de1ffc7d24f,4,18500000,0.5243243243243244,0.01,Retro_Empathy [LND]
030d0f568e376280a2f16726d7ebb054cc659d09322e5653b7b3d2b08584121683,5,100000,1,0.01,pinkzap.pinkexc.com
030d228427630b31c8523ce4d08c9e61aa27eb2479a592ecc86ac8c3f8c12a6af6,3,2636117,1,0.01,Panama
030d609a79a8a0226b9ec3d76fad79ddcc7abcef9f65a64b46d8bbe2fc6be14705,18,51469470,1,0.01,jiggytom-LN
030d7f267e072d6aa78974e3129590942e1e1282473e4297ce89c91e5005ceddfe,7,462466,1,0.01,jan_sao_paulo
030d9dd2abcd6c159dbcc928314274f38d6b095a7ea936db3d0badfff5f98843e9,1,800000,1,0.01,QWERTYCapital
030da06ad9c5ee69a18deb9d3d38040c5685a77e449fa04522b4c046e6866e90ea,3,292580,1,0.01,@zaphodok
030de9ceb7633d9fdb0ab185606c16473fb5c24b81b4ac8c89d8d578d4415c826e,4,429900,1,0.01,030de9ceb7633d9fdb0a
030df878c895f91d0c106fa85a1e8e2f930b3af41babf8eb333498038d60edf44b,5,32953111,1,0.01,BTCacquisition
030e02270af8813c5a6ed382bcca38aafc33a0307d698b603caf0fbd2221b94ba6,6,7400000,1,0.01,TeeMoney
030e3685a96e0bbc7b909ef8776950ff44dfcc539fac747468ae7cebccfa2ccd6f,3,1500000,1,0.01,Yunier
030e387dbd1eb8d31f721cf0a055f6b986ddeb0e8091bae4e0baad713e91d10209,4,4750061,1,0.01,Laserbach
030e52afc05496e2fd02a28082586d38175bfe39b3429dac042adb822b51cecb28,29,31038074,1,0.01,den_tim
030e69703d491299d52a5767fa755fe7f03f94eb30f593a261f3bcee5127f21f6b,3,150176,1,0.01,BTCPiramide [LND]
030ea1b3efaf88e7b7d22679b0de8cdd5d2c6eb78babc4fee4d7d27cb06e8aa175,4,808037,1,0.01,LightningArgentina
030edf685ec35da503a9db745077485d4e8fee107cff5bc2b844d53670ff69a511,2,2500000,1,0.01,030edf685ec35da503a9
030f5bd59457dba436dfdebceebcc3206ac8dfcd40bb1a616942253c3fcc5be174,7,8563650,1,0.1,madbaker
030f75558d403e8a3f32407ecc9617bea50987d2d0b6e88925db8d9c91904a9e01,5,4024623,1,0.01,potato
030f7890a6b5d5805637ed73c3c0de4f0194651ba3ea03849d176bcacdc3fa1d8d,4,2700000,1,0.1,QUICKENING
030fbf4f6fbe1e578dd694f172fb981fb526c7f6f3fca49d60b5a1f7fcecf47800,1,250000,1,0.01,ln1.lightningpyre.com
030fc4b343b6731e099ce3232f5cd273f49af075954530a56df3a9ede88edb3fff,1,100000,1,0.01,Matt92
030fd8f3583144a1921cf9d5e1b5bcc51f3abcfe4ed7f4ec75ae6d5df13399c55d,4,944416,1,0.01,MekongMonkey
030fda9308585587b25677cdf31fb76eccd8ca93d1a9a24974204711bf11dbd3e6,1,100000,1,0.1,teslanetwork
030fe1e426098d3f9423f18ce6aeda899672985e8ffdb13d84e85e16eb48a53c74,3,6541800,1,0.1,gh45xvbGfgH
031005b90058edcdb6a85e8071a5e9dd5bcd4eb0239355485b495e00e652a6b03a,6,9022235,1,0.01,Patsak
031015a7839468a3c266d662d5bb21ea4cea24226936e2864a7ca4f2c3939836e0,101,349233825,1,0.01,Breez
031021570df76a654d8fac3d1f58280d685893ce7681a9c99e2fc21dbd067c65d6,9,8320000,1,0.01,ThunderSats
03104b543e4e66dfef0084dcd29fa354f21eb5fb8bfb9af5a9d55ac6fac3f7e7fc,3,4681258,1,0.01,kappa_kappa_alpha
0310c5e129986800bd8023d6172833d03d19d3acfd4f27c49c61a00a0538629a65,4,1970017,1,0.01,AbyZ
0311144defd88bd9784411b2ef68a6ce44bd331827e75dd0a64b2548fce176f71b,1,20000,1,0.01,yeva-btc
031118c94f180709cb566f86396e345f7ad800a0be2d477b0c930a9677da91e46b,83,183453414,1,0.01,Montreal
03118fcb96eb9473558fc8b9f17e5fc01bbd9a7aadba525d0bfd23632386f4a20b,4,36054430,1,0.01,lntip.me
03119eaec8ddd1aac5c553960efd349a52efb0543c9a0fa069ca6a09ae327ceacf,3,210229,1,0.01,RPi14
0311b6e4bc68345fd668624f8f85b6556b979dbc68cb25d2dbf7ad46b9c27d6a95,23,1658678,1,0.01,Gambo
0311cad0edf4ac67298805cf4407d94358ca60cd44f2e360856f3b1c088bcd4782,273,1797399144,0.019312069829271042,2.5025971392139486,LNBIG.com [lnd-42]
0311df532f5103d0a78eda76d9d5e5dfd5eee008fffbe024da3725ac64dc4c1632,1,50000,1,0.1,
03121e934a25a81efe2b7e6f056f98320ad7e8ad31f1758b52aeafc3f54d7c035f,1,77696,1,0.01,AfroViking
03123960416d707cb60c5f659372367a31b79f2fe492ab69e305186db24edebc3a,8,4233718,1,0.01,Xenomorph
0312729bfe8c02a1189a94bf609be3f44e7e30f581ada3429925221915d5d6cfb3,6,711867,1,0.01,Lumumba
031276c47bb9e0601e9a7957bb03138d4e30920f697b7e917bc5f88342533d0b23,1,100000,1,0.01,pegasus
03129f7be1847ed0ee3a288977beb273a97bf5062bc32bc3e3c5282081e01d9306,1,67725,1,0.01,
0312a09c628b45bb01cdc19fecc899e9130b5eb42906cda145c4933d4b1b1fd066,14,7526471,0.9056662810499103,0.01,TuvokVoyager
0312bcfabfbc4617d0474ac5ca5125e52c65c828ea495ed986e50f5bec5097b2a2,2,865995,1,0.01,GoCougs
0312bf5f0279d315fde0a831019ae0a47461e9cfb65376fee367d987ebc72b1e74,5,1456694,1,0.01,0312bf5f0279d315fde0
0312c6ccc42e5437f49099b16393a7efc8427c604d5b07556be31b49cfa0d0198f,1,60000,1,0.01,0312c6ccc42e5437f490
0312c7e0441eb90d28a6abe5bc5d699796a4babecaf722a4e08b9f61ae373f2dd4,10,19311599,1,0.01,stevenisko
0312ef6da659949fe1fac0ea69e265fd5ddf47b19a71708539ef6d6dc10c29a74a,3,822151,1,0.01,CrocoStimpy
03130090b399b3dd924969cc36bd9c4472acdd048cf55755cb916cf8fd1d7a7991,18,10506892,1,0.01,FDOT-Gatsby
03133748c4bb933b6dfed2b925c0f14098013f169f8e6c1b65d8b89ad43ba7ba18,3,5690053,0.08530760082551075,4.4093503944515104,👤️🌪️ Tor v3 onion
03137d8103732bff159208ea142c5a57a2e97c299b2c368a585e6f857cb123e7f6,5,2233456,1,0.01,dadobi1
0313865f873f19795e5bf283f36e659c3586f7942e76a96b156f80556f91f3fbd1,1,40000,1,0.01,lightningbits
03139a07b14bb888125882a3a63b48ab99a755850316842fcaab3ab01d3aef7c1b,2,540000,1,0.01,Saj
03139bd79698f0816493f49ca9093b9924293ad5aaab26a3f5e20b5353093ea6dc,1,50000,0.99,0.03,BitcoinServerONE
0313aa34a66cc0b8eb97b9c68ec5434dec965819610f27ea30f3b9b515ea297673,19,1685610,1,0.01,aantonop
0313aade7a644e0a06ddfed0aff876e52ff1cac8d2b2f3871ff41cb4d5f9afdddb,7,5404042,1,0.01,satoshifor.me
0313b20dac7142b018b63e7df962d27ad23460dbd7ce4066c9835e0cd6e6bc94a7,21,38271496,1,0.01,muadness
0313cb9416cefc705cd2862610a2e91a1c060d6befddee45ac3715d262b90683d3,1,315000,1,0.01,0313cb9416cefc705cd2
0313dade42dab619a592f2f21d3a6c10224743660edf08a7bd0ba5fd238b2c5eef,13,9186216,1,0.01,MxMLND
03142b162b4e55237e49dc8aadf919c99eface419c21869339687f365c93675886,33,34705577,0.98962702737949,4.446527341988868,ln-hub-de
03144fcc73cea41a002b2865f98190ab90e4ff58a2ce24d3870f5079081e42922d,9,89277215,0.18306242807865367,0.07580569689589892,Joint
0314631d7a220ea6b849f4bc4f2dc1bb13c2114b8d5ba2586abde793685ea68256,3,1205428,1,0.01,TheChilly2
03148ada4817484654c0d8dba4945b457ed13f50003160706b77cdad790a5b3d60,20,25331267,1,0.1,ANGRYFEED
03149c3a91425530dcf60c6c3b2145e53e6b5708a8fc28e1efc498b18edb73f5bd,6,540000,1,0.01,Beards&Bullmarkets
0314cf62081e7bec14f2f91abd34b9ea8c719968128a515ed5f961bfa4ec1be8d8,15,2858453,1,0.01,JODLHODL
0314da85ec42da046703ea16f8ffd3b69c181c09652138f517af87df92a64502e8,17,33850000,0.9409158050221565,0.01,thepkbadger
0314dc1c496290a33f8fba3e78332418b1c136d9fb2a14d4a181e3cc9a653ee2f8,19,10068883,1,0.01,garethtdavies
03151cc48671a9ecb44fe3101fe433bd4db4080456594bc0430716d7e70d13f05d,14,2263261,1,0.01,R3338
031567fdf33cb9b4ab081019199295ffce38218751842a403e9fcf48778e4c3022,30,100300129,0.8205386156582112,0.01,LightningPartners
031571481369c09d8a5418ca70812d92bea086a6033ef5a21e91faebb3dd71675a,1,800000,1,0.1,
0315a0c3816b8a7942e54eba14ea98c68d5cc23b66b58d249f482e118d52b81338,11,38323340,1,0.01,BUGS e.V. ⚡️
0315effdde4708fdeba770c3f4df2c6fb277ab370e2a1af3670ed39b882f215d49,1,806991,1,0.01,halfmoon Lightning 2
0315f37510b31bd075c85a4155fdd2fda46813911892f8863892448026d96cbfe9,21,2300000,1,0.01,Universe
03160372debc2d5229364e36e7361ff6241dc5863fd45038d5e1af6af9984384f8,1,28509,1,0.01,tiendita
03163b4e1ad0473c7a9c24845cae52654f7cdc38a57a14318d4183e437330bf35a,1,500000,1,0.01,03163b4e1ad0473c7a9c
0316442157b51a28b70ce045e71a58ac8262ee1e9bb0f4bca0bd2ccf7a587cbbbe,1,200000,1,0.01,Salvation
031658e1d582a4de379f6044ae3731ea6c2909e2c0def634f2f9d60ad137498616,2,640000,1,0.01,BitcoinLND
03166a818eb5b9245f2838795f96928815fcb8e010aac7f5e4d5e3e18f6f21c066,19,29590232,0.9990354846829184,0.9648701639108473,LIGHTMY.WORLD
03166e47f36d94b7b4d1a0c0a2bcfc563e7318ea10b5db8c77e570ff3e75d47d82,8,16941736,0.5905102039129875,0.2439941691925786,PhatChannel_1
031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403,320,836310057,1,0.01,lightning-roulette.com
03169acf5007d02d6df84b81541e58fa1070bacae39de675ab64312c15f4e74602,1,113400,1,0.01,MASTERNODE
0316b368a0ba6181f5f3e13c77e27f431daec0b3f126c2799f388c3116ae7ffc48,1,659604,1,0.1,REDSOURCE
0316baa4dbda59fa6d392ba0804d616d0fc36db0cf72851973f31117974470c8be,5,1926490,1,0.01,scaredibis-ln [LND]
0316ecdf485d6b10d3076346081363060525390a64511e5e29b4afee38d8800e44,11,32579235,1,0.01,ScaloneNode
0316f91da45debe2fb4a68326512a3c3f0afd7f2b2325663d6636c9883ad5451d1,10,4850000,0.01,0,Kasia_L.
031762e74f988f28bf184dad14fed9db6cc020620148ebef6ae41f81f51277b04d,2,17327215,1,0.01,031762e74f988f28bf18
03177879e8c17845a348e7a8370a1737263263a2ffc3b6f1e25f202d8ceec56aac,2,7000000,1,0.01,03177879e8c17845a348
0317967faff954b5c3aa3bfd2841618742f84cf263495d8ef11db4bbf64e544355,2,2000000,1,0.01,Fanti
0317c3e28dc1de99dccd206fe8748d3407b833b6e84a4b9f10b8eae8588063c2d6,1,61064,1,0.01,riot.ai
0317c7f9ce4bcca443437766476fb15eecdd2ace05079c9eb6a03d055be592cd45,30,66798523,1,0.01,PocketBank
0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6,99,154129611,0.0727490514460586,0.01,FastForward
0317d8cb7e9df372d70553048994ec959199dd5bdc7fae44a889bb7b78ad9b5d5a,5,1921554,1,0.01,Thothx3
0318070901e08df311cdc6cdb8a0b4a43a3690c5b32d1fb9d8e99d1a625a65e5f2,131,552368611,0.17232822186559765,0.01,ion.radar.tech
03180b31d0fbcbcfb3169bd0325534a85ac4af121cc6148802de832a9c1096f700,2,1397541,1,0.01,thebear
031839321bf3ec55d4225be42219ca9c14b0d87331d1a962667d6f3ce43120f7d6,8,7029398,0.2560674470274695,0.01,Free
0318699928e2eceeaa96fb480b8563c8255b83d7206fff11d410c40df120f4a0fd,2,395831,1,0.01,HL
03186a35a07a94b3168b6c27167c4bf66870c69a3c5da8a03d69db88a5726410db,5,33954430,0.95,0.01,DHL_DIGITAL_LAB
03187687660605760788858c9da931f61b47eadaf391ce5e174bdb37f8e9e32a6f,5,16159582,1,0.01,Alex1980
0318a67a056725a69f9ae65ea97e668fa89b515c9148a7d98cfbb07bb047b99bb1,6,238388,1,0.01,Cookland
0318f18b0e6b22539bd0e076b6710f8055609b6e98cc5f71c76d171d8c2493c9f3,3,898062,1,0.01,Brew1000
0318f342854597b2a9af86ae818b794264b3c32e07626ad402a5c47b673482d105,1,1000000,1,0.01,LightningPeachMonitor
0318f8d8e58d123c9540d1481a4b3cf346d193c9bc10496c22bd911fc9101b8baf,8,13000428,1,0.01,FlashNow
0319101349064832605fa3474e04ca67e42dbe5ad2e9ad1130e9391ddf179c44a9,1,1741653,1,0.01,Inazuma [LND]
031916012c3d6994cde64d11eab77c17ea4d7d0c6bcff76cebe2a03bc96176abee,4,1840010,1,0.01,PiPeasnGravy
03196ac510992ffa963e56462017459e30642b2a8c23d81d82af8ec49168523094,3,440000,1,0.01,lnmp01
031971c78945d889b578f25c70c6fbd2e7217545e1176a5a18163e37db5baf0e9e,1,100000,1,0.01,LND.JMorris
031972edeb8cceab5e594f66ac502060bae5ff8dbbdf7394bb9d4d9cb0012e6136,3,9161553,1,0.01,031972edeb8cceab5e59
03197c91a41e6db4d1776b1e85c3cd8ac7f0d8186b677e467a8cbd7c8b1c75bcde,4,264911,1,0.01,03197c91a41e6db4d177
0319848a94fdbf804afe0694a6de6ed1501e448d4977c2ad9eeb144ed626bf52ce,1,239451,1,0.1,
0319b565f91688b1efb9f8d43ea2b043ee781292a2737fa8a1e4d403b1b13e76b4,4,1700000,1,0.1,VIOLENTMONKEY
0319f83c53996cedc6230195aec002376cc619124fd892aa520eda4d53204d9176,3,4040000,1,0.01,0319f83c53996cedc623
0319fec13dcb6df5b6a0cee49e85b4f6c48e5387d62d67858d6d46615b6e683f81,27,30384636,1,0.01,quinsolo-lnd
