pubkey,nchannels,capacity,base,rate,alias
024c8c764d8e3657d3fd3bafca31d6733f2bdf6b10e9c438f1b9bc7fc6d9f38509,2,120000,1,0.01,
024c8f67c7dcc1caff114f93bca5a021e362a3da8d0aae1b4a7ded74728e195f90,1,200000,1,0.01,
024cb7ef46b68d889a1b846d514603f537c42f0886c0db7f9273a3913ff3521f86,6,2380482,1,0.01,DCL168
024cb8d75de288f7b4f36acc8877c98dd48e5174fe8db35a9c2331dc8ed76dd204,8,11300661,1,0.01,Vondburnt_node2
024cd3be18617f39cf645851e3ba63f51fc13f0bb09e3bb25e6fd4de556486d946,4,5860956,0.9658758741747934,0.01,ln2.kosmos.org
024ce25e470538763177236a468deef8fab339918c550022f2c40ec830ca71273d,4,4000000,1,0.01,Tejo
024d2387409269f3b79e2708bb39b895c9f4b6a8322153af54eba487d4993bf60f,288,1764371203,0.018343723333258233,2.5666276208544536,LNBIG.com [lnd-38]
024d59a1bb388e2f854fe8b79911ece0d6899311faff477bb59ef49f912da39ede,5,1752695,1,0.01,Arbendrit
024d6b12f5fc22d3a365f417ac265c5124990071508f896554c17e7b3a82767de4,2,3320000,1,0.01,
024d6ba76014592ca51210a6cccead5824fa889f5e2e36992fed51a0df7b41e1c4,3,2020000,1,0.01,
024d7055085ce84917cec4ebd7123811429b88a19b3fe64ffc2cb572baa12f8698,3,1056468,1,0.01,024d7055085ce84917ce
024d7e8f31c3d30e3a1a53a6dda892dea6631cd7a65c191361e95f02c50d4561dc,34,63814888,1,0.01,imjmiles
024d9391c4a6605067750c934c936babdd309394e9ab42141f50a12b6a31985c9a,4,25600000,1,0.01,MITBitcoinClub
024da3a851227a79761e49bdef72047e1ea4179ecbcf6ebde7dcf9b6ede5be2a70,1,60000,1,0.01,
024dcb28330bb766def5e85e064dab3dfb472419d855d05b1e32637c4e7339ada9,13,4845352,9.57897795660666,2.378894247518034,FreeBitcoin
024de13092f91201ac68494fac6f5e9cdc9392dece2ca0bd1c4261dc17b1ec0b66,1,500000,1,0.1,RABBITHOLE-ON-SEA
024e236a2dfe02cd4735efe609fb63d1c6ed32c0d99e66d16c6fb1c0e4487d7624,19,6584106,1,0.01,Lightning-node
024e27de605e7b84b862ac1449e295285979f018e374dc492d3378f2b84e1fda9e,1,500000,1,0.01,RideTheLightning
024e3985397f704899ddc9ea12dae5c5be351b541259028133ac5d607b401ab2cb,1,200000,1,0.01,Teknari
024e7199e4119154270f8b2b368049ac19cee71c2258bb722fb2d02d5151415647,1,29182,1,0.01,
024e8048d516473f5d2032eb2a221faf955060e54fd5ac3bfa153649620487fa0e,4,7664487,1,0.01,Breakwater
024ed0e0d8ad5443cf1d20f765e58faadf75f73e51dd6103d3f359b98cebe6e140,2,2040000,1,0.1,Himalaya
024ed53fa7065f409749c8caebf058289bbf392c3e282e9c843de2c6d28bb80f9a,3,2640000,1,0.01,PARMELEE
024ed8913a7eb7f9c4f0f9b5de2cfe05414276b7d50b1e718fb6566147cd37918e,1,50092,1,0.01,
024ed8d85d639cd6c0bb6cbba202d2691fce3bb24c738410a86f9cdd7e588f2c02,1,500000,1,0.01,024ed8d85d639cd6c0bb
024efa5d8a6af3f19ca06ec30f9f9156330b95aa8029044cedd225d0dd0284d5f0,2,121587,1,0.01,SeñorSean
024f508dd7fc4c47e01f0e92bc0b46f9cfc0b8a9c0c6cec8eb1ae6bf55940c5363,11,7393089,1,0.01,Ski
024f5ddce4fedf05d8429ee87c791157df3c7eefd7d6799e77806a1c5bc983b28a,2,1693708,1,0.01,024f5ddce4fedf05d842
024f8a8350dbc4a572f51618c9aec5458559d5fdf255b00740bb031c2d51ae25a7,1,200000,1,0.1,OtsProofBot
024f912a9b27a495839ba6f1f6beef4366748067023497810d42a3b4975b02b80c,5,1286594,1,0.01,Chainium
024f989e1b1490f17ea89e54f1c2177050379fd1b6a57894eecaf63c8dd5799305,9,13403580,1,0.01,024f989e1b1490f17ea8
024f9be4986ad1f5b7747f0c40e894067d4c9c2d2c88e68f717e42b613ccbeb9e6,1,262962,1,0.1,
024fac5301a46c719bdfd68c6e5d77521fb043e3966c312cd7bb698c72690e88fb,3,4680486,1,0.01,THUNDERBOLT-VAJRA [LND]
024fb3ea19a974bf04565a0c1b5073b3795598c8ae45ebd4812230d755d777febe,17,340000,1,0.01,Nakamoto
0250186965c83674764b862bc3d552b9bcbe0e5d44033c9f35216d7bc3deec680b,2,96000,1,0.01,biitpago.com
025033fdfd6f4e0e909776f0e8250c997f75de9cb11466e3a36fb8e6c7a1abcbb9,17,44654815,1,0.01,remoteadmin.io
0250506b17c8d552f65b06526d599e174083b831224a7f3823418116a0b6f7c1b4,3,650000,1,0.01,Torrealba [LND]
0251067ed4ead6731ba421f0532bc337a8f7c854cd97d0d9be38c49ce40c134e69,1,60000,1,0.01,0251067ed4ead6731ba4
02510b96fb0f56fe304ea8e85c7929a8217da0e3d28d8139dd2b423d8928342177,9,439163,1.2213279078610904,0.01506008019801304,
025121975efae0bda4e0be1d83f3a892115b6cf5e14bee76178a8d70d22c7ef003,6,501723,1,0.01,onthebrink
0251325d14723f7c44d109acad89e65f5285d487d9ec95a7d9ff667b48ad1b3efa,16,20704695,1,0.01,Amazon
02513e59cd20bd31bd4c47f6af1be5760c26f6fa9446f648c7a73e17ff7ab6d32f,33,13672797,0.7261743080073522,0.01,derkueken.de
0251b2c9d22f3621f27188d8236db84d9fd84d42adac063b2633744638b81f34ac,45,9361623,1,0.01,Porcfest
0251da16817d0ffc18c221819e072aef40fdfd732228b2a467e011804d3644d6ca,2,550000,1,0.01,
0251e6809768988d64cfa87ba5ee9c21f83a519410118476d0d31322790ea85993,1,60000,1,0.01,0251e6809768988d64cf
0252088b467e11cb3fee70ecbcd21532d1c0b42d174e84f8c0a78ce64562cdc3df,2,40000,1,0.01,Viking
02523020cbc50522e867d5bfdc9515f076c58fbdda2b76bd8898a14cdda3ce3bc6,2,900000,1,0.01,bv__
02526888c1a10b816373af444d3b553ef2cb408a0ea09d52fd713e428859eb9ffd,5,3135000,1,0.01,NoirNode1 [LND]
02527f644f0e1808af21581ed7182ebda1f13526eda39188ec677a4218778e5387,5,3141193,0.8636700769421045,0.01,Badmadnode
02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,630,899018805,0.001,1.0467132692291126,🚀🌑 BOLTENING.club
0252ace247fb99be552884ccff0032adfc96f46874111bfd152d5bc5ac881f4dd2,1,100000,1,0.01,0252ace247fb99be5528
0252dd005f04057f369d714d41264caf83ce18c516ece3072eaa6d868cd77cd53b,4,12296554,1,0.01,0252dd005f04057f369d
0252fbfedfeea648405ea36988f6fee4de36adf87e99371e4e34d1a310f8a873ec,3,744556,1,1,��psi5720��
0253439edfc4be0e60ce93d6bbd133a960e5753a7a037955ecd01e2c10938e1c8f,6,2923404,1,0.01,PAYNET
02534730dc2e4e0502952a3cc881772a4256bb3901ddcef3158a1c6602f306590a,17,49665457,1,0.1,nayuta-lightning-shop
0253666def43f9f0d2769be957086282f0dac56105b062006859116d1ce827b555,9,8806447,1,0.01,BlueLightning
02536b5baecd44a5d3e2fc85c32b9c42eb6f8a5ff4e5fa515d0acab9112d58cf75,18,23104883,1,0.01,Parrothead
0253a82abb75aafd2cb3c0000d69610bfccddddc266f2d215b38034f8a3806ed37,1,930060,1,0.01,SydneyLND-Pi
0253fbb69ce477a3c714367432a9c3ffa53b5fdcc51b5b6db8fe768805ecc66d8c,11,4976422,0.0068876795416465885,3.97251815862883,ExitPay.org
0254244c2e5876d19b6a75cf1b2d31df6aaac719a3c16757623a893dc081f54402,6,1880000,1,0.01,MilanoBTC
025424e35cc8bfb3d0aa94f6846ba0439ff1221f3b28e544a489944f9516427c91,2,176692,1,0.01,DarkStarRising
025451d21945ac1165fa9c691693a08d3242f1f4deeac8b4fe3cb100aa9d9b50a8,1,110946,1.5,150,🌩️ Bitcoin 100k 2020🌩️
0254553a867fa807399281d7fdd43b6e6be7c07e4ea7ed6702477d37ebf5f49eef,1,60000,1,0.01,0254553a867fa8073992
025469b50de125b4cd97457c0da67365519f0cd0f441c2ced0978fb6ae7802ae76,1,300000,1,0.01,johnmathews.eu
0254b433a199bbd2c0176618f9dbf4ba4c8297e12243dd7227dc9170cb2c7920e5,2,2693061,1,0.01,0254b433a199bbd2c017
0254b9dd4df5fa00ab857606bc2c5ef707b0b3c3abef20883a5d544ace32b5c571,1,100000,1,0.01,curacao
0254f30e2ce93d6dfc3341dd13ac12121709b40263c21ed342159cf4cf53763071,1,20000,1,0.01,0254f30e2ce93d6dfc33
0254ff808f53b2f8c45e74b70430f336c6c76ba2f4af289f48d6086ae6e60462d3,125,2178802397,1.0077002003591977,0.26708946942653833,Bitrefill Thor
025501f06098bfe9015fcc0955c60403e8b1ef5741180755c9443c6e144b343c38,8,5500000,1,0.1,CRYPTOX
02551a0f955f86c892682487cc9403c4caf09ec37ae427b4475ea62379e94b15fe,1,800000,1,0.1,ShinjukuCatDragons
025528c4e73b87ada93830ae566025fd0688dc32d450e8bb9042be4c762b64aa8d,3,1552913,1,0.01,bn79
025537b1ae30299f02714199843650b58adf2ff59a013e40e56bb1330fefbe99df,2,13000001,1,0.01,025537b1ae30299f0271
0255966842085b4f1bc785d75f1d93bfc3b4330cac757dffe4a17900cf3c3b9430,4,1925000,1,0.01,Andromeda
02559b5eeb254dad964335774c7bc37b513970c476a313494668d15607d72b4776,1,190200,1,0.01,LARAHURTADO
0255b0812589b3d10657655394bea298cd9f2033d9220f313607eb495291f2a729,12,8603989,1,0.01,lightberry
0255ca166cca36893e18e36ebbf3956dd5e68bf63d91e552da0b5714de397d841d,3,250334,1,0.01,J
025614f51120a7d6d8ea78484880312a664e3f428150234ff0f6892151f5eff859,4,51200813,1,0.01,SatoshiLite
02562be60625f8cc548cef417b7a1b255f68ff1c24d3296d0ae235153e08fa8e5e,9,5956686,0.5099025632709194,1.6789597537959866,endurance
02563080a3f2e90951ec70b3b918f54789a62eaa6358f8bd9b9a1cc07ce30d2a40,2,868251,1,0.01,YOUR_NAME [LND]
02564ba21f852ff616f7e3adbf31d96f170ccbc1565f94986a4a0cbe90f71df0a5,12,2167253,1,0.01,V
02566d4f3b32dd17069077485d731707f8fe447895ef9f19242007a745e25f3838,2,200000,1,0.01,ln02.badgerlabs.io
0256776b0f03e41b9c3000449b13dfe3e775cbe1bb50010847e5d9085102482c1c,5,2480674,1,0.1,bti-b
0256812a1cb2539a5500f3c1c20db5ed7626e3878a552e3356c032c7bec2b3060e,31,35224667,0.03316566013242936,0.19406665789061964,guggero
02568c87cd66e8b1b60e8121a5991c6dfede399537c7da16f963eb576893e84daf,28,32771358,1,0.01,CryptoDog
0256c133d4bc7c0ad9f104855a568718ebf200a0cb35576cf670ab8dcd3999292a,17,76320176,1,0.01,Panthera
0256c4eb4c563ab602a46431092635fdcaaeeab21727ed92241412ddd4a5c2814e,1,2000000,1,0.1,
0256f131d015b61cf9a3bbde15c7ad1f4cc941eae9091fb451e17c8cea749db51c,1,6000000,1,0.01,LND_CHL
025722598a87aa9801f3ee2c3e5809fe337908adac7131fc93d8aee7f63294070f,12,8742895,1,0.01,Frankenstein274
02572c2e1b43a78bb060e7d322b033443efc0d8d60fc2b111dd8bb999aa940d1f5,20,52332410,1,0.01,blockdaemon.com
025731077fddc998300b4f358dfec833efdc412aa0bd78c06d5ab61963b60119fe,1,5000000,1,0.1,
02574ffa55d394b9326f6e5c15992cc0516b0d6e6a79a1318a5999ab07133683e1,1,50000,1,0.1,Safe
02575614b87545b38a7c78b33baac2fd0a5b9ff1a26a43718b7a4ec7c218a4a8bc,3,10990000,1,0.01,
025779d6d48e8943a5c0313c0006da5683910c1739de6a2a66831df2541ae705fb,18,18107923,1,0.01,Ifaistos
0257bff646569a7ce93b640ceccb97f01c2c521d012f080d76a34f2285a3fec0ee,4,1600000,1,0.1,fullnodes.io
0257e4021c5ff7ef69bc023e86f16320dc47269f96ee7858362be1d626e59e7642,3,268555,1,0.01,FRN
0258113e6c6d66242bc9245ed7bdb9c8c530bf036d041a6a0e60f1209b36449219,2,93290,1,0.01,NoobCakes
0258206977beb3a9b6822c2aba542da0e5558e44ca00c29957aefe52ae5ec32b57,4,1700000,1,0.01,austinblitz
025842afa59ad0240784c19d0589488977db78acbe6e57371d60cebd8c13e9ccb1,15,29265790,1,0.01,BitcoinVenetoNode1
02586a839d1b928b16164555377193f34e88aec961acf50c1b392bcab9029b1a21,6,2152142,0.565509617859788,0.01,lilbits
0258867235a07c074955885a6923149a9082c4a1ca5e587328988d75fd8f3fac7d,9,5365196,0,0.01,LND01.KEMPKEN.org
02588bb45bbfa7496510115c97e743302c28de881cf135a7253edac6de0d57924c,12,32375123,0.369651485185091,0.038015489547329286,updates.codecard.lt
025898908ba87918c1db427e0303071914a405c1dd810c97fefeca852dac7e80b4,40,86356479,0,0.01529705721327522,5731 ft above sea level (1637m)
0258a9192be43deb24d785e3a0781e68553eef2888a75f337e9ebc046e930ea175,4,11246741,1,0.01,
0258f3c375d6e2805db7471993d35395f075b52d2872558cd722ededcb02cbec16,1,209150,1,0.01,0258f3c375d6e2805db7
02590fe2e8b2b59fa1293dafd7f643306ca8bff65f512abff1f92e7c476d26ddba,10,11937922,1,0.01,Xolotl
0259156aceaa943d8831fcc5252e3fbc80022256c56d39d430a27d7b59aa56c6b7,13,34819043,1,0.01,UB_Jimmy
02593284840cebd321241d7a5bac0fc41f0dfe83ab6ee0847dbdb41419f830936b,38,33983202,1,0.01,Lantech1
02593d90d96cd81a353c65e854e7432a722b29387e1282e1907606c563ab8bced5,1,1000000,1,0.01,Ada's LN Node
02595222407bb5cba50b51800d8fd2432d38d37eeccdb8fd9d8cf08e8141773c74,10,11621874,1,0.01,SPQR-BTC-LN
02596a686579585d52bf1e9f560b470378c64450b4411a86577a200387432cf8cd,60,109613960,1,0.01,ln.bitcoindash.net
02596fe3b786522b45bbc38c2cd2f7f97fd0cbeb1a6047bf5c0e40605959c23bf1,1,61253,1,0.01,02596fe3b786522b45bb
02597be64d8511bd933b792629404313bb387b7014bc82703942acebaa793f538b,1,1000000,1,0.01,graaf.one
025982cd27d6d7a270dc70bf05e4363199e03f37c1e8142d54b18266e69d194271,2,50000,1,0.01,025982cd27d6d7a270dc
025989b3615d9e0081f4cfd32c7188485d6c8d9c4e43fd9137c51f97897a89f601,1,50000,1,0.01,Maximalismo
0259a63bbf20ecbe7a7cce947095e34b62c36b983629153ff32d591d1a206c45ba,2,40000,1,0.01,Buddha
0259b55e917ee09603fd474b2774f2b3dbb0690aba3a90b955fe31535c8554cbc3,41,13937373,1,0.01,BtcLightningNodes.com
0259f05e4ac509908627554056c1ed6c87a621bcf0b6018d1220fb8d8ea9356123,2,2000000,0.001,0.01,Elon Musk ₿ [nodl]
025a0f62f234e27316c67892205598577ed8d3da9207a2aa9036f10fbab947076c,1,195000,1,0.01,bradati_nosonja[LND]
025a14b8ed40583d67aec92da19453e0b2d1fbbf75f96f85d3dd0ff61a51ee0490,42,220888515,0,0.01,CARNIKAVA
025a1cba5457f9e789aeb9604bfd602b5d18b48014d4454316b7b6d74b56e76b1f,3,2369436,1,0.01,Mandala
025a596f3023eb914d6041bbb75d9d274b8131596aa9c6eecff72fa45de9927fbc,4,517485,1,0.01,🦉⚡LightningUK⚡
025a625a9aa3d7c2f9a7eaa6bdb2278200b2871d35d51ab1e5bc8979078e9e1036,2,286244,1,0.01,Coin
025a65cb44fdfc83254dca89e73b8bf4edbca8d93e10826361765a4941fdddcda4,1,100000,1,0.01,Senpai
025a6e703976ed856c6531beb778afa0d6e563a43b6aba8f2e1fadc92963e99acd,5,440000,1,0.01,TestLTG97
025a7058130675e2105b6fb85187f0efd1d2c07a0f722cb48f619ea38a8edabcbe,1,2000000,1,0.01,Rat Poison Squared 2
025a707994bb3569f9592cf2db0ad6bd818d56ad20fb72fc84676ee14274308786,2,80000,1,0.1,ODDWAFFLE
025a95028c4339c60603d7af4212d53685badf8967d4fcc824c41f10f6baaebce8,1,35748,1,0.01,025a95028c4339c60603
025ab8a0598acab895ad61c2a66fa1e7ede3c3c700270f782735f948709fec423b,3,2300000,0.00013043478260869564,0.01,ed_machinegunhands
025ad2bf40e74af6b6afc3a6b0d360e00bb927befa9ae4279e6ddbed5c43d01968,7,350000,1,0.01,GraniteStateCrypto
025ad366987ce07c7c34bb1cfcb142b83d50df81ae35b2be0f8079c884e57d5d22,4,18345102,1,0.01,MJOLNIR
025adb6ab285538bf5f039e7ed3303283ef3bf3d1c51c9a4856bd6da300cbe863c,1,100000,1,0.1,likyaway
025adc73f832b8f16e56da0217cc3de7736a69a5573b62698757b39baa2a8ced68,2,200000,1,1,rfsimoes
025adf0c4c7f92814c507d75f24107b82b221a7606c4f2e8aae62451d979c8a864,9,19125000,0,0.01,PhatChannel_3
025b0c4707515c1754b399b142149944707ffda62af6173cd222aea3d321e239e7,6,49997003,1,0.01,Ansc01
025b32be8c9ecb739beda84dd2989e3d67d0ea1f13ba99cd3eb3962ab0ff564cbc,1,100000,1,0.1,kuzey
025b4f75edbad4b02468af6a7d39c1c10280a764756819cb8fc367283d945a5e49,2,203464,1,0.01,CombinatLN
025b827ba1f3c64b047aa246c20748e287bb8f7e5ffaff8911e32664c9a41db2aa,25,13533093,1,0.01,shibirenode
025bbebdfae7bc00b86433db8256b74283eed0e61304a5f56a7e11cd7f92073b8c,8,31953200,0.9812225379617691,0.01,LiteStrikeBTC2
025bc44f4a09acfb3c69081d97a3deb88816b5a934287c9f7cc40648213611c373,4,1478705,1,0.01,LightningSteve [LND]
025c55dc8aacab745faaa9e38b9c3ea0d226eac3939339a016ff644510e6c8289b,1,10000000,1,0.1,TRT
025c645b0917f918cc26a689cd4946748be9db8a5590cda66b721826735093b4b4,7,1361541,1,0.01,Beauvais
025c70386891d260be4a40d32a43da72ffd1b7e8b046f045fb0ea9708d526402b3,4,7311345,1,0.01,RedPillSongs2
025c920358705d699654b36454bc1fd30a2c4590176e6ae8dbbcfef99b6fb463d9,3,87578,1,0.01,
025cb2d324ae423d32984c7fc74edd7185b9fc9bd473d389f12483e3738d526600,65,148401182,1,0.08063308761246928,Hong Kong Lightning Hub
025cbd24f3ef1c4d22cf97f4f307212344f9e0b1e521e7bab7d50509c52a435222,4,1439682,1,0.01,pom
025ccb7045b448586ef5d274440a8952f423dcff49f5e20a5696fff1c9e4912dca,1,500000,1,0.01,025ccb7045b448586ef5
025cd2db2db67c586bc851e3c70e899343c9bb7a61ce396e88c1c6d84fcb52805f,2,356364,1,0.01,025cd2db2db67c586bc8
025cde2c2b144d49cf960c9292d6b345624753e66f0b3b69891d87bcd4d7be7f83,2,1141074,1,0.01,BleeblerBlobbler
025ceacf883469c68eb5b48ccc11679c5eb08a19238108ee6281648163e183033a,1,1000000,1,0.01,liquidity-here
025d03912061771608cab55d84cefdecc3bba766085371cf63b454ce1f31fd441d,15,47148935,0.0041807306994314924,0.010757652956530195,BlockWisdom.com
025d0676bb8e3b4646c94cb7e73c811394710d2a967e3f6d89672b58b5f3611d7e,35,21730194,1,0.01,Mikel
025d2034de4a757b23d048dd10fcc37f169e0b0c0b2f6c734891d6d5f89afac50f,4,1807432,1,0.01,CasaColeslaw
025d3f013953c2f32f9cf27b1c66b6c25b915295983508ca1cde117d30f51d40cd,4,11900000,1,0.01,FreedomForever!
025d52d3148392f5c70eec734697ffad007bd99af76b01d0c7bae594ad1ad1fc18,1,84000,1,0.01,roman [LND]
025d6e7c01bcb4419142b86db0452cf411e775b301361fb5d711db8ad63de4faf5,9,7499721,1,0.01,NoMoreSlavery89
025d780b5d74120847aefe384e2b4a733667743d621a9eadabe661f76ca5d23d7f,22,37688054,1,0.01,LightInTheDark
025db7fedfe8a0f9c0975e6cbf0bd9090645dad1367cb62c09950733eb7619d650,4,2498010,1,0.01,NastyNode
025dca5fa0afb0c3ba629e1c5bdcd82f81a14d244f58af60d6ea877e865cb5068c,2,305462,1,0.01,Home
025dd646e955e40fcb03192bf3d99c981179bbbb80cac86e1ea1af85753bfef4d0,2,2124320,1,0.01,vvgounder
025de1ab430106fa6033637d0ff2946b48808c718d3202bd8183558119df98f25c,6,2999784,1,0.01,Sedillo
025dff6e781d4c6a926a60a3311a70fb50e90f84ffca159d2c5286b88feef41c91,6,3972739,1,0.01,srv01.ibot3.de
025e4970f975bc9fc1c7b0702ed41e0898e131e835c19fb59716c35cf448bd6dfb,1,500000,1,0.01,
025eabf4007c4aa22bac9cb02429b9d27021181f4a029be631a323280a9cde4f4b,1,1000000,1,10,025eabf4007c4aa22bac
025ec98aec0297b115008e29628762a6f9a6b14fae97aeb53d63a86e193374852f,4,3280000,1,0.01,nybemotion
025ecf01539958ffb3b912df349b762732afa2e9f010996175930e484c10979e9d,5,4938863,1,0.01,Chatnet
025f1456582e70c4c06b61d5c8ed3ce229e6d0db538be337a2dc6d163b0ebc05a5,34,181020658,1,0.01,Moon (paywithmoon.com)
025f5ede789254859364683f4c4c8c07013a7b09755b93e2bf7f1b67f3919bbba7,10,5730857,1,0.01,RoaringThunder
025f9e4da6cbb45a7dda66457f2002eb3df09ac787789eceab1e5739eea6382183,1,40000,1,0.01,Chiguireitor👌👌
025fe3a393644b3ae2634087b284f131e67efea0f0ada18d7b27b0030f23f18a8a,2,411460,1,0.01,Aubits
025ff4c8c847054de2a44a0f187ee71c04f8092e80522286732787db3d569e20ee,3,12900000,1,0.01,
026009a90563b2c2161ec9e40461403f8be0264e6724fb3e09ac0a5301afc3a5c0,7,8500000,1,0.01,bitcoin.nl
02600e4f3b1c93c930314ddf236129cb15d81d211bd80a3c74b02b0241e31db63e,51,74985238,0.014189396024854918,0.01,tomjodh.nl
026051ad4383c807a21fd465353feaa9027bb1e3876e7d832ba1e8493733dbcca7,11,46464070,1,0.01,FreeCody
02605edcea45a12d160e154c70f35ed6b4d2e136b3f013c56586f7b41371c1bf95,1,300000,1,0.01,
02607c9c92b7fa405dd27d8114d5ba1e6c04bf8757bef18b3649bffa2691d7638c,55,68576950,0.8262597986641285,0.01,ComputoErgoSum
026087e0cec86201f617c6b93528091fd522112cf499eec18f778576e5f883c150,7,7700000,1,0.01,Grand-Guignol
02608bd929f9ffd9997d6ad8e03df49b82f2b02515c885780c3f4d87cc6b0a3081,14,43972549,1,0.01,odolvlobo-02608b
02609f045f0f6424d8bb1ac1d6a7d21524621aae95a126aeffdf62d0da07b9cf20,8,21770539,1,0.01,LNCast Mainnet ☇
0260fab633066ed7b1d9b9b8a0fac87e1579d1709e874d28a0d171a1f5c43bb877,145,513926721,1,0.01,southxchange.com
0260fba90112a46a4110f166c573fab6173756a3dd4bbb3f0ed734d616e3b659cf,4,1899685,1,0.01,bgmusicoflife
02610e28ef828988086d69fb9773475a93723beaa6f466e7dd75009e0af43643cb,3,17167215,1,0.01,Orgrimmar
02612fc9a1a168859697b4c504143d170f79fe81af946d45059c0c5aebf16c4d6a,1,60000,1,0.01,02612fc9a1a168859697
02613a63a629c6b6bbb8a4c4b0e519a5c4d8255715038eef04b82a4b9b55ca98dd,6,600000,1,0.01,anon
026165850492521f4ac8abd9bd8088123446d126f648ca35e60f88177dc149ceb2,77,310478127,1,0.01,Boltz
026199bd0c2d357b3730d4c7a75589d2741ac5a606367198e48ffd27e22472f2fc,1,30000,1,0.01,026199bd0c2d357b3730
0261a9eac856f5a619a75fee39cd8c579bd5581ad1180c9a4c77c3236f38881a62,1,60000,1,0.1,OCCUPYWALLST
0261b19c8bb7ee4d46044e95c31316db72c64a45a32da43acb9a69825164755108,1,100000,1,0.01,'ntw
0262176d779232cc94762a741f72317050d01400282b5dcfd9d74f5b74eb48aef9,6,566252,1,0.01,mudflap
02626318f968469fb1dcd0453536bbabaab8861be75d8cde7900e57aab1bd4f3ac,14,3642740,1,0.01,LightningPremium
02626f3294758e180ac67b792e403997fe77bed1df3de82026115eb325e5928bbf,3,800000,0.8125,0.01,baobao
02628d8e2f33869db7417c8da48947d441dcd839e0a3ce5e91f9c790d1131cf9f7,35,56579413,1,0.01,crymel.icu [lnd]
0262b1712a940a10f8cac1806ad0703d24fb8becf1383e00f59eeda5243fb66eb7,1,20000,1,0.01,uvbe
0262c92b6b545ab9fe11f8f9efc43816c0ca8dbf3f4aff163b28a979a9596bad37,5,580000,1,0.01,0262c92b6b545ab9fe11
0263139714e618bdf499d6cabc51c9ac8bfe19dde76635148f2408cb9277539e56,1,5000000,1,0.1,
026313e7dd7d1ffff069ad9b486909dd25ca2ed95eda78b42ad7e61e131e95b3f0,3,14949500,1,0.01,Scalefreee
026342667f742f15e208615fe3f6e9c744783043e3a14fdc09f6851b9e539420f1,10,24980000,1,0.01,Atlas
02634b5d6b7db0cf26025bb59ddf1eafed2f1857de3550c129cfd7dbfb403c4e0f,2,3000000,1,0.1,
02636e1958254735469edd133aee1f20212ded17b6f9a14725517e90e4e0b3f292,2,108516,1,0.01,ratatosk9
0263861cbf8d7e2ace8b056758b7a5572121d1b0d7441961c26e2a30e8ccb10984,1,4000000,1,0.01,My Lightning
02639a3be486ea8b58f6b76ef9d3c0efa346ad34bf7cc83dd777ac30d6a569a094,1,60000,1,0.01,02639a3be486ea8b58f6
0263b66908e2ffde211c958d1ee90ffb91fc6a5b01d3af521a1cf0cdb97df68282,7,514410,1,0.01,neworld
0263beccee54744ad74b4787620e8b820ce21e311868a6ea294c526fcb017433f5,6,2987204,1,0.1,“Tau”
0263c2292e17d9cf6ed7bbcb0029f9147e27aacc0f5157bb013b7b70dcc705b19f,14,13131882,0,0.04720482562971553,10c.cz
0263e0af80ab30c8225e73128de784846eb2dacc6f152c4b42973fb988cd85a1a6,3,8170855,1,0.01,frankenbox
0263e7dfb80237c0127eb13192797e3d0d88f90d30c8370a1ac01ee05f66b66bf6,1,60000,1,0.01,
0263fc056d5f9d21c143a138511839b78c4476d0db82042be21c94df93dae4f291,2,1446875,1,0.01,lndake
026408d6e83439e4ef7a1f20afbac80c5c31face2f6cc8f30af8b57de78249d56c,1,76831,1,0.01,rcraulrc1830
02643b2c991d7f21b2abdb04c57d3b6cbc566ea3b41b9fde46c00a2f5aceeff0cb,4,170000,1,0.01,Roulettenburg
0264404cece70e0639fe56c9083d86bf4deece51ee0a2bc2fe3115487b77a9fedc,1,20000,1,0.01,0264404cece70e0639fe
0264593a46a26a447c1264f79511acd02bd82be218785b98379aaad7b2be38f8ab,1,500000,1,0.01,mcfly
02645d48c49975ccb05017bf337fefc7bc8adb3f6e08fed9dd069a67d61e3f1c9b,2,130000,1,0.1,box
0264acc9e619ab99250451e8c1e9d36491ce2df83b4e6a376d8a4a2f8d90dfba7f,1,754686,1,0.01,VALHALLA
0264bb1e20563c9b75ec83e56b859a4742d5e9cd0b236fdf1366d1ce4ed2fd68c6,1,500000,1,0.01,
0264c1c5c416b481f4dfdc9b2fbfc7b56008461399fd3ee009dd677fd4d11a551f,5,15698219,1,0.1,revealer.cc
02651453a2e1a3329d577f1f268ffa4f74ec3fa3574d3ccc0a9d188a5a9cbceb20,3,257646,1,0.01,Ed
02651fa5f3f6676c6f13d88b3ffd3101421cd3bd1773d4af92242c46f0f902ef39,30,203817750,1,0.01,dreamix-lnd2
0265272c8a3ab772a1f6b22358ca98ce97bf0d65deeb7d97ecd499715b1868506b,21,42966151,0,6.445291899895804,ArturiaPendragon
026529dbe2199f083146aed0d53da2c4a3cfb3985371aaa4c597b1a309e7495731,1,300000,1,0.1,
02655822e2b03f889c83b5ce23b0951ee077c206a5e588efe331c8197c207dbd1c,2,83427,1,0.01,
026583a233f4c61f51a5fa01bbdf00ab2d92b80772a979445b4ae4f1d823e035bf,2,1500000,1,0.01,026583a233f4c61f51a5
02659867866aa19e7d6e72be3408b832ce28579322da603679054d753494da8d26,2,1900000,1,0.01,vwl
